Date,inventory_id,price,discount,quantity
9/15/2015,B,361,21,248
9/16/2015,C,307,4,232
9/17/2015,A,308,25,232
9/18/2015,B,303,16,181
9/21/2015,A,322,7,206
9/22/2015,B,349,13,210
9/23/2015,A,356,18,245
9/24/2015,A,374,17,206
9/25/2015,C,370,27,203
9/28/2015,B,333,27,221
9/29/2015,A,305,18,244
9/30/2015,B,308,4,165
10/1/2015,B,373,8,161
10/2/2015,A,313,15,221
10/5/2015,B,323,2,168
10/6/2015,C,363,1,249
10/7/2015,A,351,1,230
10/8/2015,A,358,7,186
10/9/2015,B,301,19,243
10/12/2015,A,309,4,230
10/13/2015,B,320,27,163
10/14/2015,B,304,12,222
10/15/2015,B,321,12,227
10/16/2015,B,372,22,155
10/19/2015,B,313,19,195
10/20/2015,C,378,28,219
10/21/2015,A,380,23,222
10/22/2015,B,330,20,205
10/23/2015,A,312,9,159
10/26/2015,A,319,24,187
10/27/2015,C,304,15,225
10/28/2015,B,367,12,196
10/29/2015,C,327,10,233
10/30/2015,B,342,10,171
11/2/2015,C,379,23,179
11/3/2015,B,360,14,183
11/4/2015,C,375,20,188
11/5/2015,A,365,18,181
11/6/2015,B,362,29,223
11/9/2015,C,363,0,160
11/10/2015,C,369,6,187
11/11/2015,A,353,21,181
11/12/2015,A,367,7,178
11/13/2015,B,305,9,180
11/16/2015,A,355,20,151
11/17/2015,C,374,4,157
11/18/2015,B,334,14,211
11/19/2015,C,312,16,215
11/20/2015,B,359,30,170
11/23/2015,C,346,14,215
11/24/2015,C,373,13,230
11/25/2015,C,377,5,160
11/27/2015,A,368,16,208
11/30/2015,C,340,5,217
12/1/2015,B,323,12,194
12/2/2015,B,359,13,193
12/3/2015,C,337,29,243
12/4/2015,C,327,29,189
12/7/2015,C,357,12,209
12/8/2015,B,376,29,185
12/9/2015,C,327,29,249
12/10/2015,A,378,23,228
12/11/2015,A,371,21,158
12/14/2015,C,346,28,167
12/15/2015,C,362,5,172
12/16/2015,C,323,27,197
12/17/2015,A,308,15,171
12/18/2015,B,307,8,161
12/21/2015,C,350,16,182
12/22/2015,B,330,27,174
12/23/2015,C,323,11,163
12/24/2015,B,340,26,154
12/28/2015,A,376,19,242
12/29/2015,A,334,18,200
12/30/2015,A,351,12,200
12/31/2015,B,308,12,182
1/4/2016,C,315,24,234
1/5/2016,C,367,22,161
1/6/2016,B,344,29,201
1/7/2016,C,373,23,212
1/8/2016,B,348,5,178
1/11/2016,B,308,30,224
1/12/2016,A,375,23,223
1/13/2016,C,327,11,210
1/14/2016,C,378,24,186
1/15/2016,C,310,25,231
1/19/2016,C,356,23,179
1/20/2016,A,370,4,194
1/21/2016,C,354,11,240
1/22/2016,A,354,25,238
1/25/2016,A,372,27,216
1/26/2016,B,348,28,224
1/27/2016,B,342,7,167
1/28/2016,A,319,21,206
1/29/2016,C,378,11,249
2/1/2016,C,372,24,187
2/2/2016,A,305,26,168
2/3/2016,A,318,16,178
2/4/2016,C,364,18,197
2/5/2016,A,365,29,175
2/8/2016,A,368,17,247
2/9/2016,B,315,20,156
2/10/2016,B,360,6,162
2/11/2016,B,340,13,237
2/12/2016,C,358,17,150
2/16/2016,A,303,29,177
2/17/2016,C,309,28,209
2/18/2016,B,363,19,175
2/19/2016,B,346,27,193
2/22/2016,B,327,6,193
2/23/2016,A,316,12,199
2/24/2016,B,379,27,246
2/25/2016,C,345,7,200
2/26/2016,A,341,24,185
2/29/2016,C,339,0,194
3/1/2016,B,300,20,164
3/2/2016,B,332,26,226
3/3/2016,A,372,8,196
3/4/2016,A,312,4,168
3/7/2016,A,300,1,197
3/8/2016,B,322,25,200
3/9/2016,C,327,30,165
3/10/2016,B,309,6,233
3/11/2016,A,369,20,201
3/14/2016,C,330,19,193
3/15/2016,C,324,19,182
3/16/2016,A,315,8,245
3/17/2016,A,357,28,247
3/18/2016,A,366,25,248
3/21/2016,A,343,2,162
3/22/2016,C,342,15,189
3/23/2016,B,311,12,200
3/24/2016,C,377,23,173
3/28/2016,B,363,0,161
3/29/2016,C,335,22,218
3/30/2016,C,324,14,184
3/31/2016,B,328,5,191
4/1/2016,A,317,19,168
4/4/2016,B,315,16,171
4/5/2016,B,345,29,198
4/6/2016,C,362,19,215
4/7/2016,B,308,29,214
4/8/2016,B,358,23,194
4/11/2016,B,362,1,247
4/12/2016,B,359,12,237
4/13/2016,A,359,23,180
4/14/2016,A,356,2,213
4/15/2016,C,355,30,207
4/18/2016,A,322,17,195
4/19/2016,B,361,26,205
4/20/2016,B,360,14,188
4/21/2016,C,302,24,154
4/22/2016,A,353,17,167
4/25/2016,B,379,12,176
4/26/2016,B,319,9,228
4/27/2016,B,354,3,176
4/28/2016,B,310,19,166
4/29/2016,B,318,12,166
5/2/2016,A,367,18,209
5/3/2016,B,373,15,230
5/4/2016,B,333,13,182
5/5/2016,B,371,16,192
5/6/2016,B,321,13,249
5/9/2016,B,322,15,158
5/10/2016,B,335,7,217
5/11/2016,A,306,13,244
5/12/2016,B,380,23,211
5/13/2016,B,339,26,236
5/16/2016,C,359,28,212
5/17/2016,C,336,23,155
5/18/2016,B,306,5,211
5/19/2016,A,347,24,190
5/20/2016,C,378,19,250
5/23/2016,C,314,18,219
5/24/2016,B,336,24,210
5/25/2016,B,322,17,226
5/26/2016,B,346,29,193
5/27/2016,B,341,25,213
5/31/2016,C,355,21,193
6/1/2016,C,365,18,200
6/2/2016,A,335,12,250
6/3/2016,B,365,5,157
6/6/2016,A,327,11,229
6/7/2016,A,355,17,205
6/8/2016,C,336,11,218
6/9/2016,C,377,28,196
6/10/2016,C,374,29,208
6/13/2016,C,349,5,219
6/14/2016,A,346,5,237
6/15/2016,A,313,18,150
6/16/2016,C,349,27,183
6/17/2016,B,321,28,220
6/20/2016,B,370,27,205
6/21/2016,A,326,2,241
6/22/2016,B,379,13,184
6/23/2016,A,316,6,188
6/24/2016,A,306,11,211
6/27/2016,C,349,17,195
6/28/2016,A,341,3,223
6/29/2016,B,350,0,226
6/30/2016,B,333,7,241
7/1/2016,A,349,6,171
7/5/2016,A,342,8,249
7/6/2016,A,315,20,211
7/7/2016,C,328,1,164
7/8/2016,C,376,28,196
7/11/2016,B,379,9,157
7/12/2016,B,351,5,151
7/13/2016,A,342,28,159
7/14/2016,C,300,19,212
7/15/2016,B,358,16,190
7/18/2016,A,371,4,219
7/19/2016,B,321,6,162
7/20/2016,C,320,16,195
7/21/2016,C,325,21,238
7/22/2016,C,368,14,169
7/25/2016,A,331,19,210
7/26/2016,B,303,7,229
7/27/2016,C,341,11,184
7/28/2016,C,379,9,157
7/29/2016,C,318,25,192
8/1/2016,C,305,28,181
8/2/2016,C,329,19,195
8/3/2016,B,320,8,213
8/4/2016,A,302,24,199
8/5/2016,A,304,7,170
8/8/2016,A,354,15,152
8/9/2016,C,314,0,204
8/10/2016,C,313,11,160
8/11/2016,B,374,5,207
8/12/2016,A,378,4,159
8/15/2016,B,323,11,189
8/16/2016,A,323,16,230
8/17/2016,C,304,1,176
8/18/2016,A,379,22,232
8/19/2016,C,362,1,162
8/22/2016,C,360,5,244
8/23/2016,C,372,25,204
8/24/2016,A,365,21,159
8/25/2016,A,331,6,241
8/26/2016,C,319,4,174
8/29/2016,B,322,11,150
8/30/2016,B,336,12,178
8/31/2016,B,362,4,164
9/1/2016,A,301,15,220
9/2/2016,C,330,10,235
9/6/2016,A,311,17,186
9/7/2016,A,340,25,241
9/8/2016,C,361,4,228
9/9/2016,C,327,3,240
9/12/2016,B,325,23,178
9/13/2016,B,309,22,171
9/14/2016,B,370,17,191
9/15/2016,A,347,21,163
9/16/2016,B,351,24,232
9/19/2016,C,324,17,216
9/20/2016,B,305,14,204
9/21/2016,C,316,9,231
9/22/2016,B,353,21,167
9/23/2016,C,361,4,211
9/26/2016,B,359,0,232
9/27/2016,B,375,16,223
9/28/2016,B,377,10,175
9/29/2016,B,369,4,240
9/30/2016,B,360,15,243
10/3/2016,B,359,21,209
10/4/2016,C,333,8,249
10/5/2016,A,326,26,233
10/6/2016,A,372,1,221
10/7/2016,B,312,27,171
10/10/2016,C,371,11,179
10/11/2016,C,359,6,188
10/12/2016,B,308,18,197
10/13/2016,C,370,18,222
10/14/2016,C,328,20,178
10/17/2016,A,343,3,170
10/18/2016,C,361,8,242
10/19/2016,C,335,1,216
10/20/2016,B,333,8,193
10/21/2016,A,323,24,209
10/24/2016,A,338,9,189
10/25/2016,B,364,27,235
10/26/2016,A,345,20,192
10/27/2016,C,378,23,246
10/28/2016,B,368,28,156
10/31/2016,C,367,27,158
11/1/2016,C,310,13,237
11/2/2016,A,370,25,244
11/3/2016,C,366,11,159
11/4/2016,C,337,27,166
11/7/2016,B,375,3,158
11/8/2016,A,356,8,174
11/9/2016,B,337,19,151
11/10/2016,A,355,18,241
11/11/2016,A,347,30,228
11/14/2016,C,312,20,247
11/15/2016,C,345,17,219
11/16/2016,C,348,6,223
11/17/2016,C,345,2,235
11/18/2016,B,303,8,158
11/21/2016,B,368,9,166
11/22/2016,B,367,29,229
11/23/2016,A,355,19,156
11/25/2016,C,304,1,190
11/28/2016,A,371,18,199
11/29/2016,A,332,12,200
11/30/2016,B,344,10,153
12/1/2016,C,356,18,225
12/2/2016,A,340,29,206
12/5/2016,C,377,8,221
12/6/2016,C,367,17,214
12/7/2016,A,311,16,189
12/8/2016,B,321,10,235
12/9/2016,A,369,4,181
12/12/2016,A,310,21,166
12/13/2016,A,374,8,196
12/14/2016,B,313,10,243
12/15/2016,A,364,0,172
12/16/2016,C,375,3,246
12/19/2016,C,351,19,192
12/20/2016,C,321,28,241
12/21/2016,A,335,1,156
12/22/2016,A,351,28,169
12/23/2016,B,356,29,191
12/27/2016,A,307,19,176
12/28/2016,B,371,4,208
12/29/2016,B,377,10,225
12/30/2016,C,337,11,162
